VACCINATION_DATE,County,FirstDoseDaily,FirstDoseCumulative,SecondDoseDaily,SecondDoseCumulative,SingleDoseDaily,SingleDoseCumulative,AtLeastOneDose,AtLeastOneDoseCumulative,FullyVaccinated,FullyVaccinatedCumulative
10/29/2021 11:00:00 AM,Calvert,56,56099,69,51885,6,3963,62,60062,75,55848
10/01/2021 11:00:00 AM,Baltimore City,629,334055,642,302322,31,21941,660,355996,673,324263
10/02/2021 11:00:00 AM,Baltimore City,272,334327,303,302625,11,21952,283,356279,314,324577
10/03/2021 11:00:00 AM,Baltimore City,241,334568,213,302838,25,21977,266,356545,238,324815
10/04/2021 11:00:00 AM,Baltimore City,398,334966,332,303170,20,21997,418,356963,352,325167
10/05/2021 11:00:00 AM,Baltimore City,408,335374,423,303593,10,22007,418,357381,433,325600
10/06/2021 11:00:00 AM,Baltimore City,442,335816,429,304022,24,22031,466,357847,453,326053
10/07/2021 11:00:00 AM,Baltimore City,460,336276,444,304466,34,22065,494,358341,478,326531
10/08/2021 11:00:00 AM,Baltimore City,497,336773,448,304914,19,22084,516,358857,467,326998
10/09/2021 11:00:00 AM,Baltimore City,217,336990,255,305169,28,22112,245,359102,283,327281
10/10/2021 11:00:00 AM,Baltimore City,161,337151,147,305316,6,22118,167,359269,153,327434
10/11/2021 11:00:00 AM,Baltimore City,379,337530,377,305693,12,22130,391,359660,389,327823
10/12/2021 11:00:00 AM,Baltimore City,363,337893,431,306124,14,22144,377,360037,445,328268
10/13/2021 11:00:00 AM,Baltimore City,391,338284,385,306509,52,22196,443,360480,437,328705
10/14/2021 11:00:00 AM,Baltimore City,361,338645,383,306892,29,22225,390,360870,412,329117
10/15/2021 11:00:00 AM,Baltimore City,435,339080,553,307445,28,22253,463,361333,581,329698
10/16/2021 11:00:00 AM,Baltimore City,194,339274,241,307686,16,22269,210,361543,257,329955
10/17/2021 11:00:00 AM,Baltimore City,134,339408,131,307817,4,22273,138,361681,135,330090
10/18/2021 11:00:00 AM,Baltimore City,345,339753,392,308209,42,22315,387,362068,434,330524
10/19/2021 11:00:00 AM,Baltimore City,313,340066,360,308569,13,22328,326,362394,373,330897
10/20/2021 11:00:00 AM,Baltimore City,322,340388,376,308945,15,22343,337,362731,391,331288
10/21/2021 11:00:00 AM,Baltimore City,387,340775,425,309370,31,22374,418,363149,456,331744
10/22/2021 11:00:00 AM,Baltimore City,368,341143,504,309874,36,22410,404,363553,540,332284
10/23/2021 11:00:00 AM,Baltimore City,191,341334,189,310063,10,22420,201,363754,199,332483
10/24/2021 11:00:00 AM,Baltimore City,142,341476,129,310192,2,22422,144,363898,131,332614
10/25/2021 11:00:00 AM,Baltimore City,317,341793,327,310519,32,22454,349,364247,359,332973
10/26/2021 11:00:00 AM,Baltimore City,353,342146,372,310891,17,22471,370,364617,389,333362
10/27/2021 11:00:00 AM,Baltimore City,350,342496,366,311257,32,22503,382,364999,398,333760
10/28/2021 11:00:00 AM,Baltimore City,412,342908,406,311663,33,22536,445,365444,439,334199
01/13/2022 10:00:00 AM,Cecil,47,51967,32,46722,4,4302,51,56269,36,51024
01/14/2022 10:00:00 AM,Cecil,54,52021,26,46748,3,4305,57,56326,29,51053
01/15/2022 10:00:00 AM,Cecil,39,52060,15,46763,,4305,,56365,,51068
01/16/2022 10:00:00 AM,Cecil,19,52079,9,46772,,4305,,56384,,51077
01/17/2022 10:00:00 AM,Cecil,33,52112,16,46788,1,4306,34,56418,17,51094
01/18/2022 10:00:00 AM,Cecil,69,52181,46,46834,9,4315,78,56496,55,51149
01/19/2022 10:00:00 AM,Cecil,68,52249,82,46916,,4315,,56564,,51231
01/20/2022 10:00:00 AM,Cecil,38,52287,25,46941,2,4317,40,56604,27,51258
01/21/2022 10:00:00 AM,Cecil,57,52344,25,46966,,4317,,56661,,51283
01/22/2022 10:00:00 AM,Cecil,25,52369,7,46973,3,4320,28,56689,10,51293
01/23/2022 10:00:00 AM,Cecil,20,52389,16,46989,1,4321,21,56710,17,51310
01/24/2022 10:00:00 AM,Cecil,33,52422,30,47019,,4321,,56743,,51340
01/25/2022 10:00:00 AM,Cecil,59,52481,41,47060,6,4327,65,56808,47,51387
01/26/2022 10:00:00 AM,Cecil,38,52519,50,47110,1,4328,39,56847,51,51438
01/27/2022 10:00:00 AM,Cecil,31,52550,38,47148,1,4329,32,56879,39,51477
01/28/2022 10:00:00 AM,Cecil,45,52595,24,47172,1,4330,46,56925,25,51502
01/29/2022 10:00:00 AM,Cecil,18,52613,12,47184,1,4331,19,56944,13,51515
01/30/2022 10:00:00 AM,Cecil,18,52631,23,47207,,4331,,56962,,51538
01/31/2022 10:00:00 AM,Cecil,15,52646,31,47238,1,4332,16,56978,32,51570
02/01/2022 10:00:00 AM,Cecil,29,52675,40,47278,1,4333,30,57008,41,51611
02/02/2022 10:00:00 AM,Cecil,35,52710,68,47346,,4333,,57043,,51679
02/03/2022 10:00:00 AM,Cecil,40,52750,29,47375,1,4334,41,57084,30,51709
02/04/2022 10:00:00 AM,Cecil,32,52782,39,47414,1,4335,33,57117,40,51749
02/05/2022 10:00:00 AM,Cecil,14,52796,36,47450,,4335,,57131,,51785
02/06/2022 10:00:00 AM,Cecil,11,52807,12,47462,,4335,,57142,,51797
02/07/2022 10:00:00 AM,Cecil,26,52833,24,47486,1,4336,27,57169,25,51822
02/08/2022 10:00:00 AM,Cecil,21,52854,35,47521,3,4339,24,57193,38,51860
02/09/2022 10:00:00 AM,Cecil,12,52866,53,47574,,4339,,57205,,51913
02/10/2022 10:00:00 AM,Cecil,12,52878,24,47598,1,4340,13,57218,25,51938
02/11/2022 10:00:00 AM,Cecil,28,52906,42,47640,,4340,,57246,,51980
02/12/2022 10:00:00 AM,Cecil,28,52934,34,47674,,4340,,57274,,52014
02/13/2022 10:00:00 AM,Cecil,11,52945,15,47689,1,4341,12,57286,16,52030
02/14/2022 10:00:00 AM,Cecil,12,52957,17,47706,,4341,,57298,,52047
02/15/2022 10:00:00 AM,Cecil,25,52982,27,47733,4,4345,29,57327,31,52078
02/16/2022 10:00:00 AM,Cecil,20,53002,25,47758,5,4350,25,57352,30,52108
02/17/2022 10:00:00 AM,Cecil,13,53015,24,47782,1,4351,14,57366,25,52133
02/18/2022 10:00:00 AM,Cecil,14,53029,43,47825,,4351,,57380,,52176
02/19/2022 10:00:00 AM,Cecil,12,53041,20,47845,,4351,,57392,,52196
02/20/2022 10:00:00 AM,Cecil,4,53045,6,47851,,4351,,57396,,52202
02/21/2022 10:00:00 AM,Cecil,10,53055,17,47868,1,4352,11,57407,18,52220
02/22/2022 10:00:00 AM,Cecil,10,53065,29,47897,1,4353,11,57418,30,52250
02/23/2022 10:00:00 AM,Cecil,25,53090,23,47920,,4353,,57443,,52273
02/24/2022 10:00:00 AM,Cecil,7,53097,6,47926,2,4355,9,57452,8,52281
12/16/2020 10:00:00 AM,Charles,7,7,,0,,0,,7,,0
12/17/2020 10:00:00 AM,Charles,11,18,,0,,0,,18,,0
12/18/2020 10:00:00 AM,Charles,18,36,,0,,0,,36,,0
12/20/2020 10:00:00 AM,Charles,3,39,,0,,0,,39,,0
12/21/2020 10:00:00 AM,Charles,43,82,,0,,0,,82,,0
12/22/2020 10:00:00 AM,Charles,51,133,,0,,0,,133,,0
12/23/2020 10:00:00 AM,Charles,35,168,,0,,0,,168,,0
12/24/2020 10:00:00 AM,Charles,23,191,,0,,0,,191,,0
12/25/2020 10:00:00 AM,Charles,6,197,,0,,0,,197,,0
12/26/2020 10:00:00 AM,Charles,19,216,,0,,0,,216,,0
12/27/2020 10:00:00 AM,Charles,140,356,,0,,0,,356,,0
12/28/2020 10:00:00 AM,Charles,88,444,,0,,0,,444,,0
12/29/2020 10:00:00 AM,Charles,92,536,2,2,,0,,536,,2
12/30/2020 10:00:00 AM,Charles,146,682,1,3,,0,,682,,3
12/31/2020 10:00:00 AM,Charles,109,791,,3,,0,,791,,3
01/01/2021 10:00:00 AM,Charles,16,807,1,4,,0,,807,,4
01/02/2021 10:00:00 AM,Charles,14,821,,4,,0,,821,,4
01/03/2021 10:00:00 AM,Charles,120,941,,4,,0,,941,,4
01/04/2021 10:00:00 AM,Charles,129,1070,1,5,,0,,1070,,5
01/05/2021 10:00:00 AM,Charles,126,1196,1,6,,0,,1196,,6
01/06/2021 10:00:00 AM,Charles,505,1701,7,13,,0,,1701,,13
01/07/2021 10:00:00 AM,Charles,151,1852,13,26,,0,,1852,,26
01/08/2021 10:00:00 AM,Charles,161,2013,21,47,,0,,2013,,47
01/09/2021 10:00:00 AM,Charles,485,2498,4,51,,0,,2498,,51
01/10/2021 10:00:00 AM,Charles,32,2530,2,53,,0,,2530,,53
01/11/2021 10:00:00 AM,Charles,85,2615,37,90,,0,,2615,,90
01/12/2021 10:00:00 AM,Charles,255,2870,47,137,,0,,2870,,137
01/13/2021 10:00:00 AM,Charles,706,3576,25,162,,0,,3576,,162
01/14/2021 10:00:00 AM,Charles,189,3765,27,189,,0,,3765,,189
01/15/2021 10:00:00 AM,Charles,542,4307,22,211,,0,,4307,,211
01/16/2021 10:00:00 AM,Charles,60,4367,21,232,,0,,4367,,232
01/17/2021 10:00:00 AM,Charles,46,4413,122,354,,0,,4413,,354
01/18/2021 10:00:00 AM,Charles,53,4466,21,375,,0,,4466,,375
01/19/2021 10:00:00 AM,Charles,77,4543,28,403,,0,,4543,,403
01/20/2021 10:00:00 AM,Charles,1259,5802,33,436,,0,,5802,,436
01/21/2021 10:00:00 AM,Charles,182,5984,19,455,,0,,5984,,455
01/22/2021 10:00:00 AM,Charles,200,6184,24,479,,0,,6184,,479
01/23/2021 10:00:00 AM,Charles,924,7108,74,553,,0,,7108,,553
01/24/2021 10:00:00 AM,Charles,35,7143,11,564,,0,,7143,,564
01/25/2021 10:00:00 AM,Charles,158,7301,64,628,,0,,7301,,628
01/26/2021 10:00:00 AM,Charles,193,7494,62,690,,0,,7494,,690
01/27/2021 10:00:00 AM,Charles,1260,8754,218,908,,0,,8754,,908
01/28/2021 10:00:00 AM,Charles,251,9005,142,1050,,0,,9005,,1050
01/29/2021 10:00:00 AM,Charles,180,9185,102,1152,,0,,9185,,1152
01/30/2021 10:00:00 AM,Charles,119,9304,26,1178,,0,,9304,,1178
01/31/2021 10:00:00 AM,Charles,40,9344,5,1183,,0,,9344,,1183
02/01/2021 10:00:00 AM,Charles,71,9415,78,1261,,0,,9415,,1261
02/02/2021 10:00:00 AM,Charles,137,9552,288,1549,,0,,9552,,1549
02/03/2021 10:00:00 AM,Charles,205,9757,242,1791,,0,,9757,,1791
02/04/2021 10:00:00 AM,Charles,1007,10764,130,1921,,0,,10764,,1921
02/05/2021 10:00:00 AM,Charles,161,10925,201,2122,,0,,10925,,2122
02/06/2021 10:00:00 AM,Charles,118,11043,786,2908,,0,,11043,,2908
02/07/2021 10:00:00 AM,Charles,78,11121,42,2950,,0,,11121,,2950
02/08/2021 10:00:00 AM,Charles,147,11268,91,3041,,0,,11268,,3041
02/09/2021 10:00:00 AM,Charles,743,12011,131,3172,,0,,12011,,3172
02/10/2021 10:00:00 AM,Charles,236,12247,598,3770,,0,,12247,,3770
02/11/2021 10:00:00 AM,Charles,1281,13528,146,3916,,0,,13528,,3916
02/12/2021 10:00:00 AM,Charles,262,13790,477,4393,,0,,13790,,4393
02/13/2021 10:00:00 AM,Charles,84,13874,18,4411,,0,,13874,,4411
02/14/2021 10:00:00 AM,Charles,136,14010,14,4425,,0,,14010,,4425
02/15/2021 10:00:00 AM,Charles,232,14242,70,4495,,0,,14242,,4495
02/16/2021 10:00:00 AM,Charles,216,14458,173,4668,,0,,14458,,4668
02/17/2021 10:00:00 AM,Charles,202,14660,1279,5947,,0,,14660,,5947
02/18/2021 10:00:00 AM,Charles,102,14762,129,6076,,0,,14762,,6076
02/19/2021 10:00:00 AM,Charles,137,14899,230,6306,,0,,14899,,6306
02/20/2021 10:00:00 AM,Charles,100,14999,919,7225,,0,,14999,,7225
02/21/2021 10:00:00 AM,Charles,73,15072,39,7264,,0,,15072,,7264
02/22/2021 10:00:00 AM,Charles,161,15233,168,7432,,0,,15233,,7432
02/23/2021 10:00:00 AM,Charles,804,16037,174,7606,,0,,16037,,7606
02/24/2021 10:00:00 AM,Charles,241,16278,1173,8779,,0,,16278,,8779
02/25/2021 10:00:00 AM,Charles,805,17083,136,8915,,0,,17083,,8915
02/26/2021 10:00:00 AM,Charles,828,17911,147,9062,,0,,17911,,9062
02/27/2021 10:00:00 AM,Charles,183,18094,67,9129,,0,,18094,,9129
02/28/2021 10:00:00 AM,Charles,214,18308,70,9199,,0,,18308,,9199
03/01/2021 10:00:00 AM,Charles,498,18806,109,9308,,0,,18806,,9308
03/02/2021 10:00:00 AM,Charles,281,19087,127,9435,1,1,282,19088,128,9436
03/03/2021 10:00:00 AM,Charles,550,19637,276,9711,2,3,552,19640,278,9714
03/04/2021 10:00:00 AM,Charles,329,19966,965,10676,30,33,359,19999,995,10709
03/05/2021 10:00:00 AM,Charles,1201,21167,193,10869,60,93,1261,21260,253,10962
03/06/2021 10:00:00 AM,Charles,871,22038,73,10942,75,168,946,22206,148,11110
03/07/2021 10:00:00 AM,Charles,139,22177,65,11007,113,281,252,22458,178,11288
03/08/2021 10:00:00 AM,Charles,487,22664,143,11150,160,441,647,23105,303,11591
03/09/2021 10:00:00 AM,Charles,261,22925,595,11745,182,623,443,23548,777,12368
03/10/2021 10:00:00 AM,Charles,1156,24081,231,11976,194,817,1350,24898,425,12793
03/11/2021 10:00:00 AM,Charles,409,24490,1228,13204,47,864,456,25354,1275,14068
03/12/2021 10:00:00 AM,Charles,1033,25523,234,13438,97,961,1130,26484,331,14399
03/13/2021 10:00:00 AM,Charles,530,26053,98,13536,17,978,547,27031,115,14514
03/14/2021 11:00:00 AM,Charles,236,26289,93,13629,8,986,244,27275,101,14615
03/15/2021 11:00:00 AM,Charles,717,27006,238,13867,16,1002,733,28008,254,14869
03/16/2021 11:00:00 AM,Charles,505,27511,157,14024,10,1012,515,28523,167,15036
03/17/2021 11:00:00 AM,Charles,1541,29052,226,14250,16,1028,1557,30080,242,15278
03/18/2021 11:00:00 AM,Charles,500,29552,203,14453,67,1095,567,30647,270,15548
03/19/2021 11:00:00 AM,Charles,988,30540,129,14582,11,1106,999,31646,140,15688
03/20/2021 11:00:00 AM,Charles,233,30773,103,14685,17,1123,250,31896,120,15808
03/21/2021 11:00:00 AM,Charles,283,31056,92,14777,5,1128,288,32184,97,15905
03/22/2021 11:00:00 AM,Charles,1397,32453,202,14979,21,1149,1418,33602,223,16128
03/23/2021 11:00:00 AM,Charles,510,32963,795,15774,20,1169,530,34132,815,16943
03/24/2021 11:00:00 AM,Charles,1704,34667,238,16012,18,1187,1722,35854,256,17199
03/25/2021 11:00:00 AM,Charles,620,35287,302,16314,16,1203,636,36490,318,17517
03/26/2021 11:00:00 AM,Charles,854,36141,1375,17689,36,1239,890,37380,1411,18928
03/27/2021 11:00:00 AM,Charles,967,37108,142,17831,15,1254,982,38362,157,19085
03/28/2021 11:00:00 AM,Charles,879,37987,148,17979,12,1266,891,39253,160,19245
03/29/2021 11:00:00 AM,Charles,969,38956,582,18561,26,1292,995,40248,608,19853
03/30/2021 11:00:00 AM,Charles,975,39931,293,18854,32,1324,1007,41255,325,20178
03/31/2021 11:00:00 AM,Charles,1606,41537,599,19453,38,1362,1644,42899,637,20815
04/01/2021 11:00:00 AM,Charles,1234,42771,499,19952,89,1451,1323,44222,588,21403
04/02/2021 11:00:00 AM,Charles,407,43178,564,20516,95,1546,502,44724,659,22062
04/03/2021 11:00:00 AM,Charles,148,43326,369,20885,59,1605,207,44931,428,22490
04/04/2021 11:00:00 AM,Charles,116,43442,198,21083,21,1626,137,45068,219,22709
04/05/2021 11:00:00 AM,Charles,288,43730,1346,22429,60,1686,348,45416,1406,24115
04/06/2021 11:00:00 AM,Charles,318,44048,1089,23518,113,1799,431,45847,1202,25317
04/07/2021 11:00:00 AM,Charles,1219,45267,757,24275,149,1948,1368,47215,906,26223
04/08/2021 11:00:00 AM,Charles,441,45708,431,24706,298,2246,739,47954,729,26952
04/09/2021 11:00:00 AM,Charles,479,46187,1249,25955,218,2464,697,48651,1467,28419
04/10/2021 11:00:00 AM,Charles,372,46559,392,26347,281,2745,653,49304,673,29092
04/11/2021 11:00:00 AM,Charles,319,46878,204,26551,229,2974,548,49852,433,29525
04/12/2021 11:00:00 AM,Charles,375,47253,1043,27594,303,3277,678,50530,1346,30871
04/13/2021 11:00:00 AM,Charles,1245,48498,465,28059,4,3281,1249,51779,469,31340
04/14/2021 11:00:00 AM,Charles,474,48972,1801,29860,1,3282,475,52254,1802,33142
04/15/2021 11:00:00 AM,Charles,901,49873,570,30430,,3282,,53155,,33712
04/16/2021 11:00:00 AM,Charles,560,50433,1046,31476,1,3283,561,53716,1047,34759
04/17/2021 11:00:00 AM,Charles,401,50834,556,32032,1,3284,402,54118,557,35316
04/18/2021 11:00:00 AM,Charles,308,51142,856,32888,,3284,,54426,,36172
04/19/2021 11:00:00 AM,Charles,428,51570,1958,34846,,3284,,54854,,38130
04/20/2021 11:00:00 AM,Charles,1280,52850,951,35797,1,3285,1281,56135,952,39082
04/21/2021 11:00:00 AM,Charles,354,53204,1704,37501,,3285,,56489,,40786
04/22/2021 11:00:00 AM,Charles,1089,54293,440,37941,,3285,,57578,,41226
04/23/2021 11:00:00 AM,Charles,1170,55463,566,38507,,3285,,58748,,41792
04/24/2021 11:00:00 AM,Charles,1278,56741,517,39024,5,3290,1283,60031,522,42314
04/25/2021 11:00:00 AM,Charles,1145,57886,116,39140,,3290,,61176,,42430
04/26/2021 11:00:00 AM,Charles,628,58514,333,39473,3,3293,631,61807,336,42766
04/27/2021 11:00:00 AM,Charles,728,59242,377,39850,15,3308,743,62550,392,43158
04/28/2021 11:00:00 AM,Charles,576,59818,1186,41036,39,3347,615,63165,1225,44383
04/29/2021 11:00:00 AM,Charles,449,60267,1115,42151,33,3380,482,63647,1148,45531
04/30/2021 11:00:00 AM,Charles,712,60979,486,42637,35,3415,747,64394,521,46052
05/01/2021 11:00:00 AM,Charles,383,61362,353,42990,39,3454,422,64816,392,46444
05/02/2021 11:00:00 AM,Charles,312,61674,200,43190,16,3470,328,65144,216,46660
05/03/2021 11:00:00 AM,Charles,253,61927,439,43629,29,3499,282,65426,468,47128
05/04/2021 11:00:00 AM,Charles,317,62244,595,44224,37,3536,354,65780,632,47760
05/05/2021 11:00:00 AM,Charles,370,62614,1206,45430,33,3569,403,66183,1239,48999
05/06/2021 11:00:00 AM,Charles,403,63017,542,45972,68,3637,471,66654,610,49609
05/07/2021 11:00:00 AM,Charles,229,63246,389,46361,24,3661,253,66907,413,50022
05/08/2021 11:00:00 AM,Charles,122,63368,272,46633,23,3684,145,67052,295,50317
05/09/2021 11:00:00 AM,Charles,267,63635,329,46962,17,3701,284,67336,346,50663
05/10/2021 11:00:00 AM,Charles,235,63870,547,47509,29,3730,264,67600,576,51239
05/11/2021 11:00:00 AM,Charles,294,64164,1078,48587,21,3751,315,67915,1099,52338
05/12/2021 11:00:00 AM,Charles,311,64475,316,48903,39,3790,350,68265,355,52693
05/13/2021 11:00:00 AM,Charles,511,64986,1384,50287,40,3830,551,68816,1424,54117
05/14/2021 11:00:00 AM,Charles,301,65287,338,50625,39,3869,340,69156,377,54494
05/15/2021 11:00:00 AM,Charles,187,65474,322,50947,32,3901,219,69375,354,54848
05/16/2021 11:00:00 AM,Charles,280,65754,1290,52237,24,3925,304,69679,1314,56162
05/17/2021 11:00:00 AM,Charles,493,66247,1040,53277,23,3948,516,70195,1063,57225
05/18/2021 11:00:00 AM,Charles,673,66920,1586,54863,31,3979,704,70899,1617,58842
05/19/2021 11:00:00 AM,Charles,907,67827,987,55850,25,4004,932,71831,1012,59854
05/20/2021 11:00:00 AM,Charles,599,68426,786,56636,42,4046,641,72472,828,60682
05/21/2021 11:00:00 AM,Charles,299,68725,340,56976,31,4077,330,72802,371,61053
05/22/2021 11:00:00 AM,Charles,311,69036,218,57194,20,4097,331,73133,238,61291
05/23/2021 11:00:00 AM,Charles,433,69469,712,57906,8,4105,441,73574,720,62011
05/24/2021 11:00:00 AM,Charles,417,69886,403,58309,34,4139,451,74025,437,62448
05/25/2021 11:00:00 AM,Charles,312,70198,550,58859,20,4159,332,74357,570,63018
05/26/2021 11:00:00 AM,Charles,545,70743,341,59200,11,4170,556,74913,352,63370
05/27/2021 11:00:00 AM,Charles,349,71092,335,59535,25,4195,374,75287,360,63730
05/28/2021 11:00:00 AM,Charles,215,71307,469,60004,40,4235,255,75542,509,64239
05/29/2021 11:00:00 AM,Charles,113,71420,139,60143,13,4248,126,75668,152,64391
05/30/2021 11:00:00 AM,Charles,149,71569,280,60423,15,4263,164,75832,295,64686
05/31/2021 11:00:00 AM,Charles,20,71589,39,60462,3,4266,23,75855,42,64728
06/01/2021 11:00:00 AM,Charles,197,71786,427,60889,33,4299,230,76085,460,65188
06/02/2021 11:00:00 AM,Charles,283,72069,488,61377,25,4324,308,76393,513,65701
06/03/2021 11:00:00 AM,Charles,184,72253,487,61864,32,4356,216,76609,519,66220
06/04/2021 11:00:00 AM,Charles,183,72436,291,62155,7,4363,190,76799,298,66518
06/05/2021 11:00:00 AM,Charles,143,72579,160,62315,6,4369,149,76948,166,66684
06/06/2021 11:00:00 AM,Charles,78,72657,238,62553,23,4392,101,77049,261,66945
06/07/2021 11:00:00 AM,Charles,165,72822,435,62988,17,4409,182,77231,452,67397
06/08/2021 11:00:00 AM,Charles,256,73078,629,63617,42,4451,298,77529,671,68068
06/09/2021 11:00:00 AM,Charles,220,73298,712,64329,47,4498,267,77796,759,68827
06/10/2021 11:00:00 AM,Charles,202,73500,581,64910,25,4523,227,78023,606,69433
06/11/2021 11:00:00 AM,Charles,176,73676,269,65179,37,4560,213,78236,306,69739
06/12/2021 11:00:00 AM,Charles,131,73807,217,65396,15,4575,146,78382,232,69971
06/13/2021 11:00:00 AM,Charles,44,73851,456,65852,20,4595,64,78446,476,70447
06/14/2021 11:00:00 AM,Charles,150,74001,442,66294,15,4610,165,78611,457,70904
06/15/2021 11:00:00 AM,Charles,140,74141,325,66619,25,4635,165,78776,350,71254
06/16/2021 11:00:00 AM,Charles,194,74335,497,67116,23,4658,217,78993,520,71774
06/17/2021 11:00:00 AM,Charles,184,74519,361,67477,16,4674,200,79193,377,72151
06/18/2021 11:00:00 AM,Charles,144,74663,242,67719,20,4694,164,79357,262,72413
06/19/2021 11:00:00 AM,Charles,109,74772,182,67901,3,4697,112,79469,185,72598
06/20/2021 11:00:00 AM,Charles,63,74835,143,68044,9,4706,72,79541,152,72750
06/21/2021 11:00:00 AM,Charles,115,74950,134,68178,7,4713,122,79663,141,72891
06/22/2021 11:00:00 AM,Charles,129,75079,184,68362,9,4722,138,79801,193,73084
06/23/2021 11:00:00 AM,Charles,150,75229,268,68630,3,4725,153,79954,271,73355
06/24/2021 11:00:00 AM,Charles,143,75372,217,68847,4,4729,147,80101,221,73576
06/25/2021 11:00:00 AM,Charles,155,75527,178,69025,6,4735,161,80262,184,73760
06/26/2021 11:00:00 AM,Charles,91,75618,144,69169,3,4738,94,80356,147,73907
06/27/2021 11:00:00 AM,Charles,60,75678,81,69250,1,4739,61,80417,82,73989
06/28/2021 11:00:00 AM,Charles,138,75816,147,69397,8,4747,146,80563,155,74144
06/29/2021 11:00:00 AM,Charles,129,75945,162,69559,13,4760,142,80705,175,74319
06/30/2021 11:00:00 AM,Charles,175,76120,250,69809,3,4763,178,80883,253,74572
07/01/2021 11:00:00 AM,Charles,141,76261,181,69990,11,4774,152,81035,192,74764
07/02/2021 11:00:00 AM,Charles,153,76414,144,70134,2,4776,155,81190,146,74910
07/03/2021 11:00:00 AM,Charles,95,76509,96,70230,6,4782,101,81291,102,75012
07/04/2021 11:00:00 AM,Charles,2,76511,13,70243,,4782,,81293,,75025
07/05/2021 11:00:00 AM,Charles,92,76603,120,70363,3,4785,95,81388,123,75148
07/06/2021 11:00:00 AM,Charles,149,76752,173,70536,12,4797,161,81549,185,75333
07/07/2021 11:00:00 AM,Charles,126,76878,174,70710,6,4803,132,81681,180,75513
07/08/2021 11:00:00 AM,Charles,140,77018,156,70866,9,4812,149,81830,165,75678
07/09/2021 11:00:00 AM,Charles,149,77167,158,71024,4,4816,153,81983,162,75840
07/10/2021 11:00:00 AM,Charles,85,77252,121,71145,4,4820,89,82072,125,75965
07/11/2021 11:00:00 AM,Charles,65,77317,71,71216,6,4826,71,82143,77,76042
07/12/2021 11:00:00 AM,Charles,115,77432,114,71330,4,4830,119,82262,118,76160
07/13/2021 11:00:00 AM,Charles,126,77558,125,71455,11,4841,137,82399,136,76296
10/29/2021 11:00:00 AM,Baltimore City,357,343265,461,312124,39,22575,396,365840,500,334699
10/30/2021 11:00:00 AM,Baltimore City,215,343480,179,312303,14,22589,229,366069,193,334892
10/31/2021 11:00:00 AM,Baltimore City,132,343612,146,312449,6,22595,138,366207,152,335044
11/01/2021 11:00:00 AM,Baltimore City,303,343915,322,312771,26,22621,329,366536,348,335392
11/02/2021 11:00:00 AM,Baltimore City,302,344217,340,313111,26,22647,328,366864,366,335758
11/03/2021 11:00:00 AM,Baltimore City,390,344607,322,313433,38,22685,428,367292,360,336118
11/04/2021 11:00:00 AM,Baltimore City,446,345053,319,313752,40,22725,486,367778,359,336477
11/05/2021 11:00:00 AM,Baltimore City,522,345575,409,314161,28,22753,550,368328,437,336914
11/06/2021 11:00:00 AM,Baltimore City,655,346230,170,314331,13,22766,668,368996,183,337097
11/07/2021 10:00:00 AM,Baltimore City,336,346566,93,314424,8,22774,344,369340,101,337198
11/08/2021 10:00:00 AM,Baltimore City,705,347271,270,314694,24,22798,729,370069,294,337492
11/09/2021 10:00:00 AM,Baltimore City,657,347928,282,314976,12,22810,669,370738,294,337786
11/10/2021 10:00:00 AM,Baltimore City,702,348630,283,315259,40,22850,742,371480,323,338109
11/11/2021 10:00:00 AM,Baltimore City,762,349392,306,315565,28,22878,790,372270,334,338443
11/12/2021 10:00:00 AM,Baltimore City,784,350176,323,315888,31,22909,815,373085,354,338797
11/13/2021 10:00:00 AM,Baltimore City,626,350802,142,316030,6,22915,632,373717,148,338945
11/14/2021 10:00:00 AM,Baltimore City,438,351240,109,316139,8,22923,446,374163,117,339062
11/15/2021 10:00:00 AM,Baltimore City,564,351804,248,316387,17,22940,581,374744,265,339327
11/16/2021 10:00:00 AM,Baltimore City,700,352504,280,316667,25,22965,725,375469,305,339632
11/17/2021 10:00:00 AM,Baltimore City,619,353123,311,316978,46,23011,665,376134,357,339989
11/18/2021 10:00:00 AM,Baltimore City,665,353788,284,317262,45,23056,710,376844,329,340318
11/19/2021 10:00:00 AM,Baltimore City,660,354448,315,317577,36,23092,696,377540,351,340669
11/20/2021 10:00:00 AM,Baltimore City,589,355037,187,317764,12,23104,601,378141,199,340868
11/21/2021 10:00:00 AM,Baltimore City,392,355429,98,317862,5,23109,397,378538,103,340971
11/22/2021 10:00:00 AM,Baltimore City,554,355983,217,318079,23,23132,577,379115,240,341211
11/23/2021 10:00:00 AM,Baltimore City,544,356527,268,318347,11,23143,555,379670,279,341490
11/24/2021 10:00:00 AM,Baltimore City,435,356962,264,318611,14,23157,449,380119,278,341768
11/25/2021 10:00:00 AM,Baltimore City,39,357001,14,318625,1,23158,40,380159,15,341783
07/02/2021 11:00:00 AM,Carroll,114,94170,120,88547,22,9438,136,103608,142,97985
07/03/2021 11:00:00 AM,Carroll,59,94229,77,88624,9,9447,68,103676,86,98071
07/04/2021 11:00:00 AM,Carroll,2,94231,13,88637,,9447,,103678,,98084
07/05/2021 11:00:00 AM,Carroll,87,94318,102,88739,17,9464,104,103782,119,98203
