VACCINATION_DATE,County,FirstDoseDaily,FirstDoseCumulative,SecondDoseDaily,SecondDoseCumulative,SingleDoseDaily,SingleDoseCumulative,AtLeastOneDose,AtLeastOneDoseCumulative,FullyVaccinated,FullyVaccinatedCumulative
05/06/2021 11:00:00 AM,Anne Arundel,1740,265221,4155,196183,178,16864,1918,282085,4333,213047
05/07/2021 11:00:00 AM,Anne Arundel,1600,266821,3272,199455,142,17006,1742,283827,3414,216461
05/08/2021 11:00:00 AM,Anne Arundel,959,267780,2206,201661,138,17144,1097,284924,2344,218805
05/09/2021 11:00:00 AM,Anne Arundel,435,268215,1071,202732,62,17206,497,285421,1133,219938
05/10/2021 11:00:00 AM,Anne Arundel,827,269042,2823,205555,154,17360,981,286402,2977,222915
05/11/2021 11:00:00 AM,Anne Arundel,1029,270071,2536,208091,145,17505,1174,287576,2681,225596
05/12/2021 11:00:00 AM,Anne Arundel,1637,271708,3005,211096,146,17651,1783,289359,3151,228747
05/13/2021 11:00:00 AM,Anne Arundel,2196,273904,2956,214052,120,17771,2316,291675,3076,231823
05/14/2021 11:00:00 AM,Anne Arundel,2417,276321,3096,217148,178,17949,2595,294270,3274,235097
05/15/2021 11:00:00 AM,Anne Arundel,1852,278173,2545,219693,93,18042,1945,296215,2638,237735
05/16/2021 11:00:00 AM,Anne Arundel,1263,279436,2198,221891,106,18148,1369,297584,2304,240039
05/17/2021 11:00:00 AM,Anne Arundel,1372,280808,2847,224738,243,18391,1615,299199,3090,243129
05/18/2021 11:00:00 AM,Anne Arundel,1485,282293,2889,227627,193,18584,1678,300877,3082,246211
05/19/2021 11:00:00 AM,Anne Arundel,3661,285954,4349,231976,211,18795,3872,304749,4560,250771
05/20/2021 11:00:00 AM,Anne Arundel,1757,287711,3573,235549,272,19067,2029,306778,3845,254616
05/21/2021 11:00:00 AM,Anne Arundel,1563,289274,3331,238880,128,19195,1691,308469,3459,258075
05/22/2021 11:00:00 AM,Anne Arundel,1319,290593,1656,240536,128,19323,1447,309916,1784,259859
05/23/2021 11:00:00 AM,Anne Arundel,899,291492,1361,241897,80,19403,979,310895,1441,261300
05/24/2021 11:00:00 AM,Anne Arundel,1150,292642,2156,244053,146,19549,1296,312191,2302,263602
05/25/2021 11:00:00 AM,Anne Arundel,956,293598,1571,245624,157,19706,1113,313304,1728,265330
05/26/2021 11:00:00 AM,Anne Arundel,2485,296083,1911,247535,116,19822,2601,315905,2027,267357
05/27/2021 11:00:00 AM,Anne Arundel,926,297009,1652,249187,100,19922,1026,316931,1752,269109
05/28/2021 11:00:00 AM,Anne Arundel,959,297968,1612,250799,104,20026,1063,317994,1716,270825
05/29/2021 11:00:00 AM,Anne Arundel,853,298821,1760,252559,87,20113,940,318934,1847,272672
05/30/2021 11:00:00 AM,Anne Arundel,487,299308,1226,253785,56,20169,543,319477,1282,273954
12/14/2020 10:00:00 AM,Baltimore,1,1,,0,,0,,1,,0
12/15/2020 10:00:00 AM,Baltimore,7,8,2,2,,0,,8,,2
12/16/2020 10:00:00 AM,Baltimore,111,119,,2,,0,,119,,2
12/17/2020 10:00:00 AM,Baltimore,183,302,,2,,0,,302,,2
12/18/2020 10:00:00 AM,Baltimore,412,714,2,4,,0,,714,,4
12/19/2020 10:00:00 AM,Baltimore,130,844,,4,,0,,844,,4
12/20/2020 10:00:00 AM,Baltimore,63,907,2,6,,0,,907,,6
12/21/2020 10:00:00 AM,Baltimore,545,1452,1,7,,0,,1452,,7
12/22/2020 10:00:00 AM,Baltimore,991,2443,1,8,,0,,2443,,8
12/23/2020 10:00:00 AM,Baltimore,1109,3552,3,11,,0,,3552,,11
12/24/2020 10:00:00 AM,Baltimore,597,4149,2,13,,0,,4149,,13
12/25/2020 10:00:00 AM,Baltimore,36,4185,,13,,0,,4185,,13
12/26/2020 10:00:00 AM,Baltimore,299,4484,1,14,,0,,4484,,14
12/27/2020 10:00:00 AM,Baltimore,292,4776,3,17,,0,,4776,,17
12/28/2020 10:00:00 AM,Baltimore,1476,6252,5,22,,0,,6252,,22
12/29/2020 10:00:00 AM,Baltimore,1883,8135,8,30,,0,,8135,,30
12/30/2020 10:00:00 AM,Baltimore,1660,9795,9,39,,0,,9795,,39
12/31/2020 10:00:00 AM,Baltimore,996,10791,1,40,,0,,10791,,40
01/01/2021 10:00:00 AM,Baltimore,357,11148,6,46,,0,,11148,,46
01/02/2021 10:00:00 AM,Baltimore,551,11699,5,51,,0,,11699,,51
01/03/2021 10:00:00 AM,Baltimore,881,12580,16,67,,0,,12580,,67
01/04/2021 10:00:00 AM,Baltimore,1967,14547,57,124,,0,,14547,,124
01/05/2021 10:00:00 AM,Baltimore,2087,16634,93,217,,0,,16634,,217
01/06/2021 10:00:00 AM,Baltimore,2129,18763,176,393,,0,,18763,,393
01/07/2021 10:00:00 AM,Baltimore,2321,21084,277,670,,0,,21084,,670
01/08/2021 10:00:00 AM,Baltimore,2098,23182,342,1012,,0,,23182,,1012
01/09/2021 10:00:00 AM,Baltimore,388,23570,128,1140,,0,,23570,,1140
01/10/2021 10:00:00 AM,Baltimore,383,23953,39,1179,,0,,23953,,1179
10/18/2021 11:00:00 AM,,75,136411,88,119491,,16172,,152583,,135663
10/19/2021 11:00:00 AM,,941,137352,972,120463,5,16177,946,153529,977,136640
10/20/2021 11:00:00 AM,,246,137598,248,120711,13,16190,259,153788,261,136901
10/22/2021 11:00:00 AM,,247,137845,408,121119,194,16384,441,154229,602,137503
10/23/2021 11:00:00 AM,,154,137999,168,121287,188,16572,342,154571,356,137859
10/24/2021 11:00:00 AM,,184,138183,210,121497,11,16583,195,154766,221,138080
10/25/2021 11:00:00 AM,,8,138191,11,121508,,16583,,154774,,138091
10/26/2021 11:00:00 AM,,4,138195,10,121518,,16583,,154778,,138101
10/27/2021 11:00:00 AM,,182,138377,196,121714,5,16588,187,154965,201,138302
10/28/2021 11:00:00 AM,,150,138527,187,121901,168,16756,318,155283,355,138657
10/29/2021 11:00:00 AM,,314,138841,383,122284,14,16770,328,155611,397,139054
10/30/2021 11:00:00 AM,,20,138861,17,122301,159,16929,179,155790,176,139230
10/31/2021 11:00:00 AM,,141,139002,201,122502,17,16946,158,155948,218,139448
11/01/2021 11:00:00 AM,,147,139149,185,122687,2,16948,149,156097,187,139635
11/02/2021 11:00:00 AM,,4,139153,11,122698,2,16950,6,156103,13,139648
11/03/2021 11:00:00 AM,,89,139242,88,122786,1,16951,90,156193,89,139737
11/04/2021 11:00:00 AM,,169,139411,201,122987,165,17116,334,156527,366,140103
11/05/2021 11:00:00 AM,,103,139514,170,123157,18,17134,121,156648,188,140291
11/06/2021 11:00:00 AM,,138,139652,170,123327,145,17279,283,156931,315,140606
11/07/2021 10:00:00 AM,,85,139737,136,123463,7,17286,92,157023,143,140749
11/08/2021 10:00:00 AM,,12,139749,59,123522,,17286,,157035,,140808
11/09/2021 10:00:00 AM,,28,139777,40,123562,3,17289,31,157066,43,140851
11/10/2021 10:00:00 AM,,3,139780,206,123768,8,17297,11,157077,214,141065
11/12/2021 10:00:00 AM,,422,140202,358,124126,234,17531,656,157733,592,141657
11/13/2021 10:00:00 AM,,108,140310,5,124131,195,17726,303,158036,200,141857
11/14/2021 10:00:00 AM,,82,140392,57,124188,51,17777,133,158169,108,141965
11/15/2021 10:00:00 AM,,2,140394,2,124190,,17777,,158171,,141967
11/16/2021 10:00:00 AM,,,140394,1,124191,2,17779,,158173,3,141970
11/17/2021 10:00:00 AM,,150,140544,170,124361,5,17784,155,158328,175,142145
11/18/2021 10:00:00 AM,,179,140723,130,124491,186,17970,365,158693,316,142461
11/19/2021 10:00:00 AM,,218,140941,154,124645,24,17994,242,158935,178,142639
11/20/2021 10:00:00 AM,,433,141374,128,124773,282,18276,715,159650,410,143049
11/21/2021 10:00:00 AM,,204,141578,152,124925,13,18289,217,159867,165,143214
11/22/2021 10:00:00 AM,,60,141638,3,124928,1,18290,61,159928,4,143218
11/23/2021 10:00:00 AM,,4,141642,4,124932,44,18334,48,159976,48,143266
11/26/2021 10:00:00 AM,,250,141892,222,125154,10,18344,260,160236,232,143498
11/29/2021 10:00:00 AM,,688,142580,331,125485,186,18530,874,161110,517,144015
12/01/2021 10:00:00 AM,,267,142847,224,125709,7,18537,274,161384,231,144246
12/02/2021 10:00:00 AM,,270,143117,205,125914,195,18732,465,161849,400,144646
12/04/2021 10:00:00 AM,,603,143720,461,126375,307,19039,910,162759,768,145414
12/05/2021 10:00:00 AM,,334,144054,241,126616,8,19047,342,163101,249,145663
12/06/2021 10:00:00 AM,,4,144058,11,126627,19,19066,23,163124,30,145693
01/11/2021 10:00:00 AM,Baltimore,3158,27111,518,1697,,0,,27111,,1697
01/12/2021 10:00:00 AM,Baltimore,3766,30877,898,2595,,0,,30877,,2595
01/13/2021 10:00:00 AM,Baltimore,2844,33721,848,3443,,0,,33721,,3443
01/14/2021 10:00:00 AM,Baltimore,2707,36428,376,3819,,0,,36428,,3819
01/15/2021 10:00:00 AM,Baltimore,2017,38445,256,4075,,0,,38445,,4075
01/16/2021 10:00:00 AM,Baltimore,660,39105,244,4319,,0,,39105,,4319
01/17/2021 10:00:00 AM,Baltimore,394,39499,252,4571,,0,,39499,,4571
01/18/2021 10:00:00 AM,Baltimore,861,40360,258,4829,,0,,40360,,4829
01/19/2021 10:00:00 AM,Baltimore,3125,43485,934,5763,,0,,43485,,5763
01/20/2021 10:00:00 AM,Baltimore,3595,47080,786,6549,,0,,47080,,6549
01/21/2021 10:00:00 AM,Baltimore,3489,50569,719,7268,,0,,50569,,7268
01/22/2021 10:00:00 AM,Baltimore,4434,55003,600,7868,,0,,55003,,7868
01/23/2021 10:00:00 AM,Baltimore,1256,56259,326,8194,,0,,56259,,8194
01/24/2021 10:00:00 AM,Baltimore,290,56549,500,8694,,0,,56549,,8694
01/25/2021 10:00:00 AM,Baltimore,3012,59561,1560,10254,,0,,59561,,10254
01/26/2021 10:00:00 AM,Baltimore,2343,61904,1688,11942,,0,,61904,,11942
01/27/2021 10:00:00 AM,Baltimore,3870,65774,1788,13730,,0,,65774,,13730
01/28/2021 10:00:00 AM,Baltimore,2602,68376,1335,15065,,0,,68376,,15065
01/29/2021 10:00:00 AM,Baltimore,2334,70710,1442,16507,,0,,70710,,16507
01/30/2021 10:00:00 AM,Baltimore,3234,73944,412,16919,,0,,73944,,16919
01/31/2021 10:00:00 AM,Baltimore,567,74511,228,17147,,0,,74511,,17147
02/01/2021 10:00:00 AM,Baltimore,1426,75937,973,18120,,0,,75937,,18120
02/02/2021 10:00:00 AM,Baltimore,1239,77176,2375,20495,,0,,77176,,20495
02/03/2021 10:00:00 AM,Baltimore,1764,78940,3631,24126,,0,,78940,,24126
02/04/2021 10:00:00 AM,Baltimore,2868,81808,2453,26579,,0,,81808,,26579
02/05/2021 10:00:00 AM,Baltimore,3268,85076,2328,28907,,0,,85076,,28907
02/06/2021 10:00:00 AM,Baltimore,3090,88166,663,29570,,0,,88166,,29570
02/07/2021 10:00:00 AM,Baltimore,1521,89687,336,29906,,0,,89687,,29906
12/07/2021 10:00:00 AM,,,144058,,126627,,19066,,163124,,145693
12/08/2021 10:00:00 AM,,276,144334,290,126917,8,19074,284,163408,298,145991
12/09/2021 10:00:00 AM,,220,144554,185,127102,190,19264,410,163818,375,146366
12/10/2021 10:00:00 AM,,277,144831,244,127346,17,19281,294,164112,261,146627
12/11/2021 10:00:00 AM,,217,145048,129,127475,231,19512,448,164560,360,146987
12/13/2021 10:00:00 AM,,2,145050,,127475,5,19517,7,164567,,146992
12/14/2021 10:00:00 AM,,232,145282,128,127603,7,19524,239,164806,135,147127
12/15/2021 10:00:00 AM,,355,145637,419,128022,13,19537,368,165174,432,147559
12/16/2021 10:00:00 AM,,161,145798,147,128169,170,19707,331,165505,317,147876
12/17/2021 10:00:00 AM,,391,146189,244,128413,11,19718,402,165907,255,148131
12/18/2021 10:00:00 AM,,226,146415,95,128508,229,19947,455,166362,324,148455
12/19/2021 10:00:00 AM,,38,146453,1,128509,2,19949,40,166402,3,148458
12/21/2021 10:00:00 AM,,468,146921,245,128754,9,19958,477,166879,254,148712
12/22/2021 10:00:00 AM,,,146921,,128754,1,19959,,166880,,148713
12/23/2021 10:00:00 AM,,538,147459,371,129125,200,20159,738,167618,571,149284
12/26/2021 10:00:00 AM,,381,147840,229,129354,5,20164,386,168004,234,149518
12/27/2021 10:00:00 AM,,223,148063,129,129483,163,20327,386,168390,292,149810
12/28/2021 10:00:00 AM,,1,148064,1,129484,1,20328,2,168392,2,149812
12/29/2021 10:00:00 AM,,54,148118,33,129517,1,20329,55,168447,34,149846
12/30/2021 10:00:00 AM,,250,148368,150,129667,138,20467,388,168835,288,150134
01/02/2022 10:00:00 AM,,307,148675,197,129864,12,20479,319,169154,209,150343
01/03/2022 10:00:00 AM,,17,148692,7,129871,146,20625,163,169317,153,150496
01/04/2022 10:00:00 AM,,58,148750,28,129899,16,20641,74,169391,44,150540
01/06/2022 10:00:00 AM,,60,148810,63,129962,99,20740,159,169550,162,150702
01/07/2022 10:00:00 AM,,164,148974,120,130082,8,20748,172,169722,128,150830
01/09/2022 10:00:00 AM,,117,149091,59,130141,113,20861,230,169952,172,151002
01/10/2022 10:00:00 AM,,35,149126,27,130168,1,20862,36,169988,28,151030
01/11/2022 10:00:00 AM,,1,149127,1,130169,,20862,,169989,,151031
01/12/2022 10:00:00 AM,,17,149144,9,130178,51,20913,68,170057,60,151091
01/13/2022 10:00:00 AM,,167,149311,181,130359,6,20919,173,170230,187,151278
01/14/2022 10:00:00 AM,,85,149396,66,130425,111,21030,196,170426,177,151455
01/15/2022 10:00:00 AM,,99,149495,64,130489,11,21041,110,170536,75,151530
01/16/2022 10:00:00 AM,,198,149693,171,130660,94,21135,292,170828,265,151795
01/18/2022 10:00:00 AM,,321,150014,216,130876,8,21143,329,171157,224,152019
01/19/2022 10:00:00 AM,,,150014,3,130879,1,21144,,171158,4,152023
01/20/2022 10:00:00 AM,,24,150038,34,130913,87,21231,111,171269,121,152144
01/21/2022 10:00:00 AM,,161,150199,166,131079,3,21234,164,171433,169,152313
01/22/2022 10:00:00 AM,,52,150251,41,131120,63,21297,115,171548,104,152417
01/23/2022 10:00:00 AM,,137,150388,117,131237,1,21298,138,171686,118,152535
01/24/2022 10:00:00 AM,,1,150389,,131237,,21298,,171687,,152535
01/25/2022 10:00:00 AM,,1,150390,,131237,,21298,,171688,,152535
01/26/2022 10:00:00 AM,,4,150394,2,131239,,21298,,171692,,152537
02/08/2021 10:00:00 AM,Baltimore,2032,91719,2719,32625,,0,,91719,,32625
02/09/2021 10:00:00 AM,Baltimore,1842,93561,2531,35156,,0,,93561,,35156
02/10/2021 10:00:00 AM,Baltimore,2243,95804,2867,38023,,0,,95804,,38023
02/11/2021 10:00:00 AM,Baltimore,2926,98730,2966,40989,,0,,98730,,40989
02/12/2021 10:00:00 AM,Baltimore,2720,101450,2093,43082,,0,,101450,,43082
02/13/2021 10:00:00 AM,Baltimore,3007,104457,749,43831,,0,,104457,,43831
02/14/2021 10:00:00 AM,Baltimore,638,105095,189,44020,,0,,105095,,44020
02/15/2021 10:00:00 AM,Baltimore,1148,106243,3391,47411,,0,,106243,,47411
02/16/2021 10:00:00 AM,Baltimore,1542,107785,4097,51508,,0,,107785,,51508
02/17/2021 10:00:00 AM,Baltimore,1626,109411,4109,55617,,0,,109411,,55617
02/18/2021 10:00:00 AM,Baltimore,355,109766,537,56154,,0,,109766,,56154
02/19/2021 10:00:00 AM,Baltimore,941,110707,2480,58634,,0,,110707,,58634
02/20/2021 10:00:00 AM,Baltimore,1279,111986,3324,61958,,0,,111986,,61958
02/21/2021 10:00:00 AM,Baltimore,538,112524,679,62637,,0,,112524,,62637
02/22/2021 10:00:00 AM,Baltimore,811,113335,2793,65430,,0,,113335,,65430
02/23/2021 10:00:00 AM,Baltimore,2983,116318,1807,67237,,0,,116318,,67237
02/24/2021 10:00:00 AM,Baltimore,2983,119301,2116,69353,,0,,119301,,69353
02/25/2021 10:00:00 AM,Baltimore,1797,121098,4212,73565,,0,,121098,,73565
02/26/2021 10:00:00 AM,Baltimore,3389,124487,4355,77920,,0,,124487,,77920
02/27/2021 10:00:00 AM,Baltimore,2023,126510,2843,80763,,0,,126510,,80763
02/28/2021 10:00:00 AM,Baltimore,1882,128392,777,81540,,0,,128392,,81540
03/01/2021 10:00:00 AM,Baltimore,3866,132258,1721,83261,,0,,132258,,83261
03/02/2021 10:00:00 AM,Baltimore,2508,134766,1887,85148,1,1,2509,134767,1888,85149
03/03/2021 10:00:00 AM,Baltimore,4744,139510,2012,87160,5,6,4749,139516,2017,87166
03/04/2021 10:00:00 AM,Baltimore,4318,143828,2832,89992,734,740,5052,144568,3566,90732
03/05/2021 10:00:00 AM,Baltimore,3369,147197,3103,93095,586,1326,3955,148523,3689,94421
03/06/2021 10:00:00 AM,Baltimore,2181,149378,2595,95690,747,2073,2928,151451,3342,97763
03/07/2021 10:00:00 AM,Baltimore,1693,151071,599,96289,1509,3582,3202,154653,2108,99871
01/27/2022 10:00:00 AM,,107,150501,83,131322,110,21408,217,171909,193,152730
01/28/2022 10:00:00 AM,,115,150616,78,131400,8,21416,123,172032,86,152816
01/29/2022 10:00:00 AM,,47,150663,41,131441,84,21500,131,172163,125,152941
01/30/2022 10:00:00 AM,,83,150746,93,131534,1,21501,84,172247,94,153035
02/01/2022 10:00:00 AM,,6,150752,6,131540,,21501,,172253,,153041
02/02/2022 10:00:00 AM,,33,150785,34,131574,4,21505,37,172290,38,153079
02/04/2022 10:00:00 AM,,89,150874,64,131638,71,21576,160,172450,135,153214
02/05/2022 10:00:00 AM,,78,150952,84,131722,69,21645,147,172597,153,153367
02/06/2022 10:00:00 AM,,69,151021,99,131821,3,21648,72,172669,102,153469
02/08/2022 10:00:00 AM,,1,151022,1,131822,1,21649,2,172671,2,153471
02/09/2022 10:00:00 AM,,6,151028,8,131830,1,21650,7,172678,9,153480
02/10/2022 10:00:00 AM,,17,151045,14,131844,1,21651,18,172696,15,153495
02/11/2022 10:00:00 AM,,52,151097,43,131887,61,21712,113,172809,104,153599
02/12/2022 10:00:00 AM,,131,151228,112,131999,66,21778,197,173006,178,153777
02/13/2022 10:00:00 AM,,56,151284,61,132060,2,21780,58,173064,63,153840
02/14/2022 10:00:00 AM,,,151284,1,132061,,21780,,173064,,153841
02/16/2022 10:00:00 AM,,9,151293,10,132071,2,21782,11,173075,12,153853
02/17/2022 10:00:00 AM,,15236,166529,10791,142862,447,22229,15683,188758,11238,165091
02/18/2022 10:00:00 AM,,25,166554,27,142889,1,22230,26,188784,28,165119
02/19/2022 10:00:00 AM,,60,166614,54,142943,26,22256,86,188870,80,165199
02/22/2022 10:00:00 AM,,,166614,2,142945,,22256,,188870,,165201
02/23/2022 10:00:00 AM,,72,166686,53,142998,5,22261,77,188947,58,165259
02/24/2022 10:00:00 AM,,1,166687,,142998,,22261,,188948,,165259
12/18/2020 10:00:00 AM,Allegany,4,4,,0,,0,,4,,0
12/20/2020 10:00:00 AM,Allegany,1,5,,0,,0,,5,,0
12/21/2020 10:00:00 AM,Allegany,22,27,,0,,0,,27,,0
12/22/2020 10:00:00 AM,Allegany,57,84,,0,,0,,84,,0
12/23/2020 10:00:00 AM,Allegany,115,199,,0,,0,,199,,0
12/24/2020 10:00:00 AM,Allegany,2,201,,0,,0,,201,,0
12/27/2020 10:00:00 AM,Allegany,1,202,,0,,0,,202,,0
12/28/2020 10:00:00 AM,Allegany,213,415,,0,,0,,415,,0
12/29/2020 10:00:00 AM,Allegany,216,631,,0,,0,,631,,0
12/30/2020 10:00:00 AM,Allegany,285,916,1,1,,0,,916,,1
12/31/2020 10:00:00 AM,Allegany,3,919,,1,,0,,919,,1
01/01/2021 10:00:00 AM,Allegany,8,927,1,2,,0,,927,,2
01/02/2021 10:00:00 AM,Allegany,2,929,,2,,0,,929,,2
03/08/2021 10:00:00 AM,Baltimore,3749,154820,804,97093,996,4578,4745,159398,1800,101671
03/09/2021 10:00:00 AM,Baltimore,2858,157678,1267,98360,941,5519,3799,163197,2208,103879
03/10/2021 10:00:00 AM,Baltimore,4346,162024,1512,99872,1089,6608,5435,168632,2601,106480
03/11/2021 10:00:00 AM,Baltimore,4227,166251,1449,101321,303,6911,4530,173162,1752,108232
03/12/2021 10:00:00 AM,Baltimore,4555,170806,1907,103228,174,7085,4729,177891,2081,110313
03/13/2021 10:00:00 AM,Baltimore,3670,174476,1279,104507,72,7157,3742,181633,1351,111664
03/14/2021 11:00:00 AM,Baltimore,2334,176810,810,105317,26,7183,2360,183993,836,112500
03/15/2021 11:00:00 AM,Baltimore,4650,181460,1226,106543,32,7215,4682,188675,1258,113758
03/16/2021 11:00:00 AM,Baltimore,3368,184828,1156,107699,105,7320,3473,192148,1261,115019
03/17/2021 11:00:00 AM,Baltimore,5436,190264,1355,109054,219,7539,5655,197803,1574,116593
03/18/2021 11:00:00 AM,Baltimore,6333,196597,1389,110443,149,7688,6482,204285,1538,118131
03/19/2021 11:00:00 AM,Baltimore,4833,201430,1625,112068,137,7825,4970,209255,1762,119893
03/20/2021 11:00:00 AM,Baltimore,2897,204327,1228,113296,102,7927,2999,212254,1330,121223
03/21/2021 11:00:00 AM,Baltimore,2698,207025,857,114153,83,8010,2781,215035,940,122163
03/22/2021 11:00:00 AM,Baltimore,4287,211312,1306,115459,99,8109,4386,219421,1405,123568
03/23/2021 11:00:00 AM,Baltimore,4173,215485,3289,118748,153,8262,4326,223747,3442,127010
03/24/2021 11:00:00 AM,Baltimore,3730,219215,3696,122444,175,8437,3905,227652,3871,130881
03/25/2021 11:00:00 AM,Baltimore,6435,225650,2350,124794,219,8656,6654,234306,2569,133450
03/26/2021 11:00:00 AM,Baltimore,3658,229308,3410,128204,145,8801,3803,238109,3555,137005
03/27/2021 11:00:00 AM,Baltimore,4896,234204,1786,129990,135,8936,5031,243140,1921,138926
03/28/2021 11:00:00 AM,Baltimore,1897,236101,1431,131421,49,8985,1946,245086,1480,140406
03/29/2021 11:00:00 AM,Baltimore,2526,238627,3786,135207,121,9106,2647,247733,3907,144313
03/30/2021 11:00:00 AM,Baltimore,6191,244818,3466,138673,226,9332,6417,254150,3692,148005
03/31/2021 11:00:00 AM,Baltimore,3906,248724,5094,143767,407,9739,4313,258463,5501,153506
04/01/2021 11:00:00 AM,Baltimore,5866,254590,5931,149698,525,10264,6391,264854,6456,159962
04/02/2021 11:00:00 AM,Baltimore,3371,257961,3693,153391,608,10872,3979,268833,4301,164263
04/03/2021 11:00:00 AM,Baltimore,2374,260335,2372,155763,321,11193,2695,271528,2693,166956
04/04/2021 11:00:00 AM,Baltimore,1065,261400,1202,156965,115,11308,1180,272708,1317,168273
04/05/2021 11:00:00 AM,Baltimore,2772,264172,4044,161009,858,12166,3630,276338,4902,173175
04/06/2021 11:00:00 AM,Baltimore,6811,270983,3226,164235,1218,13384,8029,284367,4444,177619
04/07/2021 11:00:00 AM,Baltimore,3205,274188,4950,169185,1534,14918,4739,289106,6484,184103
04/08/2021 11:00:00 AM,Baltimore,6172,280360,3955,173140,1597,16515,7769,296875,5552,189655
04/09/2021 11:00:00 AM,Baltimore,2967,283327,4731,177871,1344,17859,4311,301186,6075,195730
04/10/2021 11:00:00 AM,Baltimore,1962,285289,3141,181012,748,18607,2710,303896,3889,199619
04/11/2021 11:00:00 AM,Baltimore,1757,287046,1508,182520,3467,22074,5224,309120,4975,204594
04/12/2021 11:00:00 AM,Baltimore,2358,289404,4499,187019,1179,23253,3537,312657,5678,210272
04/13/2021 11:00:00 AM,Baltimore,6126,295530,3957,190976,43,23296,6169,318826,4000,214272
04/14/2021 11:00:00 AM,Baltimore,4473,300003,5158,196134,5,23301,4478,323304,5163,219435
04/15/2021 11:00:00 AM,Baltimore,3387,303390,5752,201886,1,23302,3388,326692,5753,225188
04/16/2021 11:00:00 AM,Baltimore,3452,306842,4364,206250,3,23305,3455,330147,4367,229555
04/17/2021 11:00:00 AM,Baltimore,5612,312454,2008,208258,,23305,,335759,,231563
04/18/2021 11:00:00 AM,Baltimore,1518,313972,1831,210089,,23305,,337277,,233394
04/19/2021 11:00:00 AM,Baltimore,2680,316652,4697,214786,1,23306,2681,339958,4698,238092
04/20/2021 11:00:00 AM,Baltimore,2892,319544,6079,220865,3,23309,2895,342853,6082,244174
04/21/2021 11:00:00 AM,Baltimore,6664,326208,4608,225473,2,23311,6666,349519,4610,248784
04/22/2021 11:00:00 AM,Baltimore,3295,329503,6379,231852,1,23312,3296,352815,6380,255164
04/23/2021 11:00:00 AM,Baltimore,3600,333103,3571,235423,,23312,,356415,,258735
04/24/2021 11:00:00 AM,Baltimore,2575,335678,4645,240068,4,23316,2579,358994,4649,263384
04/25/2021 11:00:00 AM,Baltimore,3089,338767,746,240814,3,23319,3092,362086,749,264133
04/26/2021 11:00:00 AM,Baltimore,2912,341679,4549,245363,13,23332,2925,365011,4562,268695
04/27/2021 11:00:00 AM,Baltimore,2780,344459,5245,250608,82,23414,2862,367873,5327,274022
04/28/2021 11:00:00 AM,Baltimore,4733,349192,3576,254184,111,23525,4844,372717,3687,277709
04/29/2021 11:00:00 AM,Baltimore,3276,352468,5962,260146,125,23650,3401,376118,6087,283796
04/30/2021 11:00:00 AM,Baltimore,3700,356168,3230,263376,171,23821,3871,379989,3401,287197
05/01/2021 11:00:00 AM,Baltimore,2827,358995,2484,265860,96,23917,2923,382912,2580,289777
05/02/2021 11:00:00 AM,Baltimore,899,359894,1738,267598,84,24001,983,383895,1822,291599
01/04/2021 10:00:00 AM,Allegany,174,1103,2,4,,0,,1103,,4
01/05/2021 10:00:00 AM,Allegany,267,1370,,4,,0,,1370,,4
01/06/2021 10:00:00 AM,Allegany,186,1556,,4,,0,,1556,,4
